instname,state,academicyear,tuitionfee02_tf,minimum_wage
University of Louisiana at Monroe,LA,2001,2307.0,5.15
University of Louisiana at Monroe,LA,2002,2307.0,5.15
University of Louisiana at Monroe,LA,2003,2454.0,5.15
University of Louisiana at Monroe,LA,2004,2910.0,5.15
University of Louisiana at Monroe,LA,2005,3076.0,5.15
University of Louisiana at Monroe,LA,2006,3353.0,5.15
University of Louisiana at Monroe,LA,2007,3501.0,5.85
University of Louisiana at Monroe,LA,2008,3607.0,6.55
University of Louisville,KY,1987,1340.0,3.35
University of Louisville,KY,1988,1428.0,3.35
University of Louisville,KY,1989,1468.0,3.35
University of Louisville,KY,1990,1488.0,3.8
University of Louisville,KY,1991,1620.0,4.25
University of Louisville,KY,1992,1740.0,4.25
University of Louisville,KY,1993,1880.0,4.25
University of Louisville,KY,1994,2170.0,4.25
University of Louisville,KY,1995,2390.0,4.25
University of Louisville,KY,1996,2470.0,4.75
University of Louisville,KY,1997,2570.0,5.15
University of Louisville,KY,1998,2630.0,5.15
University of Louisville,KY,1999,2920.0,5.15
University of Louisville,KY,2000,3246.0,5.15
University of Louisville,KY,2001,3447.0,5.15
University of Louisville,KY,2002,3794.0,5.15
University of Louisville,KY,2003,4082.0,5.15
University of Louisville,KY,2004,4450.0,5.15
University of Louisville,KY,2005,5040.0,5.15
University of Louisville,KY,2006,5532.0,5.15
University of Louisville,KY,2007,6322.0,5.85
University of Louisville,KY,2008,6940.0,6.55
University of Louisville,KY,2009,7564.0,7.25
University of Louisville,KY,2010,7944.0,7.25
University of Maine,ME,1987,1509.0,3.35
University of Maine,ME,1988,1846.0,3.35
University of Maine,ME,1989,1936.0,3.35
University of Maine,ME,1990,2092.0,3.8
University of Maine,ME,1991,2397.0,4.25
University of Maine,ME,1992,2718.0,4.25
University of Maine,ME,1993,3086.0,4.25
University of Maine,ME,1994,3406.0,4.25
University of Maine,ME,1995,3661.0,4.25
University of Maine,ME,1996,3925.0,4.75
University of Maine,ME,1997,4139.0,5.15
University of Maine,ME,1998,4339.0,5.15
University of Maine,ME,1999,4551.0,5.15
University of Maine,ME,2000,4656.0,5.15
University of Maine,ME,2001,4829.0,5.15
University of Maine,ME,2002,6032.0,5.15
University of Maine,ME,2003,4965.0,5.15
University of Maine,ME,2004,5312.0,5.15
University of Maine,ME,2005,6328.0,5.15
University of Maine,ME,2006,6910.0,5.15
University of Maine,ME,2007,7494.0,5.85
University of Maine,ME,2008,8330.0,6.55
University of Maine,ME,2009,9100.0,7.25
University of Maine,ME,2010,9626.0,7.25
University of Mary Washington,VA,1987,1902.0,3.35
University of Mary Washington,VA,1988,2122.0,3.35
University of Mary Washington,VA,1989,2264.0,3.35
University of Mary Washington,VA,1990,2314.0,3.8
University of Mary Washington,VA,1991,2430.95068359375,4.25
University of Mary Washington,VA,1992,2618.0,4.25
University of Mary Washington,VA,1993,2896.0,4.25
University of Mary Washington,VA,1994,3066.0,4.25
University of Mary Washington,VA,1995,3206.0,4.25
University of Mary Washington,VA,1996,3300.0,4.75
University of Mary Washington,VA,1997,3318.0,5.15
University of Mary Washington,VA,1998,3556.0,5.15
University of Mary Washington,VA,1999,3674.0,5.15
University of Mary Washington,VA,2000,3204.0,5.15
University of Mary Washington,VA,2001,3246.0,5.15
University of Mary Washington,VA,2002,1814.0,5.15
University of Mary Washington,VA,2003,3934.0,5.15
University of Mary Washington,VA,2004,4688.0,5.15
University of Mary Washington,VA,2005,5128.0,5.15
University of Mary Washington,VA,2006,5634.0,5.15
University of Mary Washington,VA,2007,6084.0,5.85
University of Mary Washington,VA,2008,6494.0,6.55
University of Mary Washington,VA,2009,6774.0,7.25
University of Mary Washington,VA,2010,7172.0,7.25
University of Maryland Eastern Shore,MD,2006,5808.0,5.15
University of Maryland Eastern Shore,MD,2008,5988.0,6.55
University of Maryland Eastern Shore,MD,2009,6042.0,7.25
University of Maryland Eastern Shore,MD,2010,6082.0,7.25
University of Maryland-Baltimore,MD,1987,1786.0,3.35
University of Maryland-Baltimore,MD,1988,1912.0,3.35
University of Maryland-Baltimore,MD,1989,1982.0,3.35
University of Maryland-Baltimore,MD,1990,2154.0,3.8
University of Maryland-Baltimore,MD,1991,2317.0,4.25
University of Maryland-Baltimore,MD,1992,2406.0,4.25
University of Maryland-Baltimore,MD,1993,2675.0,4.25
University of Maryland-Baltimore,MD,1994,3760.0,4.25
University of Maryland-Baltimore,MD,1995,3768.0,4.25
University of Maryland-Baltimore,MD,1996,3932.0,4.75
University of Maryland-Baltimore,MD,1997,4131.0,5.15
University of Maryland-Baltimore,MD,1998,4413.0,5.15
University of Maryland-Baltimore,MD,1999,4598.0,5.15
University of Maryland-Baltimore,MD,2000,4807.0,5.15
University of Maryland-Baltimore,MD,2001,5007.0,5.15
University of Maryland-Baltimore,MD,2002,5167.0,5.15
University of Maryland-Baltimore,MD,2003,5566.0,5.15
University of Maryland-Baltimore,MD,2004,6733.0,5.15
University of Maryland-Baltimore,MD,2005,7162.0,5.15
University of Maryland-Baltimore,MD,2006,7579.0,5.15
University of Maryland-Baltimore,MD,2007,7632.0,5.85
University of Maryland-Baltimore,MD,2008,7689.0,6.55
University of Maryland-Baltimore,MD,2009,7803.0,7.25
University of Maryland-Baltimore,MD,2010,7941.0,7.25
University of Maryland-Baltimore County,MD,1987,1640.0,3.35
University of Maryland-Baltimore County,MD,1988,1800.0,3.35
University of Maryland-Baltimore County,MD,1989,2016.0,3.35
University of Maryland-Baltimore County,MD,1990,2204.0,3.8
University of Maryland-Baltimore County,MD,1991,2390.0,4.25
University of Maryland-Baltimore County,MD,1992,2672.0,4.25
University of Maryland-Baltimore County,MD,1993,2856.0,4.25
University of Maryland-Baltimore County,MD,1994,3338.0,4.25
University of Maryland-Baltimore County,MD,1995,3570.0,4.25
University of Maryland-Baltimore County,MD,1996,3852.0,4.75
University of Maryland-Baltimore County,MD,1997,4136.0,5.15
University of Maryland-Baltimore County,MD,1998,4570.0,5.15
University of Maryland-Baltimore County,MD,1999,4846.0,5.15
University of Maryland-Baltimore County,MD,2000,5148.0,5.15
University of Maryland-Baltimore County,MD,2001,5490.0,5.15
University of Maryland-Baltimore County,MD,2002,5910.0,5.15
University of Maryland-Baltimore County,MD,2003,6362.0,5.15
University of Maryland-Baltimore County,MD,2004,7388.0,5.15
University of Maryland-Baltimore County,MD,2005,8020.0,5.15
University of Maryland-Baltimore County,MD,2006,8520.0,5.15
University of Maryland-Baltimore County,MD,2007,8622.0,5.85
University of Maryland-Baltimore County,MD,2008,8708.0,6.55
University of Maryland-Baltimore County,MD,2009,8780.0,7.25
University of Maryland-Baltimore County,MD,2010,8867.0,7.25
University of Maryland-College Park,MD,1987,1601.0,3.35
University of Maryland-College Park,MD,1988,1740.0,3.35
University of Maryland-College Park,MD,1989,1906.0,3.35
University of Maryland-College Park,MD,1990,2097.0,3.8
University of Maryland-College Park,MD,1991,2269.0,4.25
University of Maryland-College Park,MD,1992,2429.0,4.25
University of Maryland-College Park,MD,1993,2778.0,4.25
University of Maryland-College Park,MD,1994,3179.0,4.25
University of Maryland-College Park,MD,1995,3480.0,4.25
University of Maryland-College Park,MD,1996,3794.0,4.75
University of Maryland-College Park,MD,1997,4169.0,5.15
University of Maryland-College Park,MD,1998,4460.0,5.15
University of Maryland-College Park,MD,1999,4699.0,5.15
University of Maryland-College Park,MD,2000,4939.0,5.15
University of Maryland-College Park,MD,2001,5136.0,5.15
University of Maryland-College Park,MD,2002,5341.0,5.15
University of Maryland-College Park,MD,2003,5670.0,5.15
University of Maryland-College Park,MD,2004,6759.0,5.15
University of Maryland-College Park,MD,2005,7410.0,5.15
University of Maryland-College Park,MD,2006,7821.0,5.15
University of Maryland-College Park,MD,2007,7906.0,5.85
University of Maryland-College Park,MD,2008,7969.0,6.55
University of Maryland-College Park,MD,2009,8005.0,7.25
University of Maryland-College Park,MD,2010,8053.0,7.25
University of Maryland-Eastern Shore,MD,1987,1502.0,3.35
University of Maryland-Eastern Shore,MD,1988,1684.0,3.35
University of Maryland-Eastern Shore,MD,1989,1880.0,3.35
University of Maryland-Eastern Shore,MD,1990,2002.0,3.8
University of Maryland-Eastern Shore,MD,1991,2114.0,4.25
University of Maryland-Eastern Shore,MD,1992,2213.0,4.25
University of Maryland-Eastern Shore,MD,1993,2450.0,4.25
University of Maryland-Eastern Shore,MD,1994,2674.0,4.25
University of Maryland-Eastern Shore,MD,1995,2741.0,4.25
University of Maryland-Eastern Shore,MD,1996,2855.0,4.75
University of Maryland-Eastern Shore,MD,1997,3036.0,5.15
University of Maryland-Eastern Shore,MD,1998,3240.0,5.15
University of Maryland-Eastern Shore,MD,1999,3585.0,5.15
University of Maryland-Eastern Shore,MD,2000,3833.0,5.15
University of Maryland-Eastern Shore,MD,2001,3994.0,5.15
University of Maryland-Eastern Shore,MD,2002,4128.0,5.15
University of Maryland-Eastern Shore,MD,2003,4461.0,5.15
University of Maryland-Eastern Shore,MD,2004,5105.0,5.15
University of Maryland-Eastern Shore,MD,2005,5558.0,5.15
University of Maryland-Eastern Shore,MD,2007,5908.0,5.85
University of Maryland-University College,MD,1987,2460.0,3.35
University of Maryland-University College,MD,1988,2112.0,3.35
University of Maryland-University College,MD,1989,2232.0,3.35
University of Maryland-University College,MD,1990,2664.0,3.8
University of Maryland-University College,MD,1991,2832.0,4.25
University of Maryland-University College,MD,1992,3072.0,4.25
University of Maryland-University College,MD,1993,3264.0,4.25
University of Maryland-University College,MD,1994,3880.0,4.25
University of Maryland-University College,MD,1995,4056.0,4.25
University of Maryland-University College,MD,1996,4176.0,4.75
University of Maryland-University College,MD,1997,4224.0,5.15
University of Maryland-University College,MD,1998,4344.0,5.15
University of Maryland-University College,MD,1999,4392.0,5.15
University of Maryland-University College,MD,2000,4416.0,5.15
University of Maryland-University College,MD,2001,4584.0,5.15
University of Maryland-University College,MD,2002,4728.0,5.15
University of Maryland-University College,MD,2003,5064.0,5.15
University of Maryland-University College,MD,2004,5328.0,5.15
University of Maryland-University College,MD,2005,5424.0,5.15
University of Maryland-University College,MD,2006,5640.0,5.15
University of Maryland-University College,MD,2007,5640.0,5.85
University of Maryland-University College,MD,2008,5640.0,6.55
University of Maryland-University College,MD,2009,5760.0,7.25
University of Maryland-University College,MD,2010,5760.0,7.25
University of Massachusetts-Boston,MA,1987,350.0,3.35
University of Massachusetts-Boston,MA,1988,1588.0,3.35
University of Massachusetts-Boston,MA,1989,1778.0,3.35
University of Massachusetts-Boston,MA,1990,1995.0,3.8
University of Massachusetts-Boston,MA,1991,2646.0,4.25
University of Massachusetts-Boston,MA,1992,3937.0,4.25
University of Massachusetts-Boston,MA,1993,4094.0,4.25
University of Massachusetts-Boston,MA,1994,4253.0,4.25
University of Massachusetts-Boston,MA,1995,4303.0,4.25
University of Massachusetts-Boston,MA,1996,4405.0,4.75
University of Massachusetts-Boston,MA,1997,4348.0,5.15
University of Massachusetts-Boston,MA,1998,4290.0,5.15
University of Massachusetts-Boston,MA,1999,4197.0,5.15
University of Massachusetts-Boston,MA,2000,4227.0,5.15
University of Massachusetts-Boston,MA,2001,4222.0,5.15
University of Massachusetts-Boston,MA,2002,4222.0,5.15
University of Massachusetts-Boston,MA,2003,5222.0,5.15
University of Massachusetts-Boston,MA,2004,6227.0,5.15
University of Massachusetts-Boston,MA,2005,8034.0,5.15
University of Massachusetts-Boston,MA,2006,8265.0,5.15
University of Massachusetts-Boston,MA,2007,8546.0,5.85
University of Massachusetts-Boston,MA,2008,8837.0,6.55
University of Massachusetts-Boston,MA,2009,9111.0,7.25
University of Massachusetts-Boston,MA,2010,10611.0,7.25
University of Medicine and Dentistry of New Jersey,NJ,1987,1638.0,3.35
University of Medicine and Dentistry of New Jersey,NJ,1988,1769.0,3.35
University of Medicine and Dentistry of New Jersey,NJ,1989,1000.0,3.35
University of Medicine and Dentistry of New Jersey,NJ,1990,1050.0,3.8
University of Medicine and Dentistry of New Jersey,NJ,1991,1788.0,4.25
University of Medicine and Dentistry of New Jersey,NJ,1992,1890.0,4.25
University of Medicine and Dentistry of New Jersey,NJ,1993,1975.0,4.25
University of Medicine and Dentistry of New Jersey,NJ,1994,2074.0,4.25
University of Medicine and Dentistry of New Jersey,NJ,1995,3905.0,4.25
University of Medicine and Dentistry of New Jersey,NJ,1996,4086.0,4.75
University of Medicine and Dentistry of New Jersey,NJ,1997,4476.0,5.15
University of Medicine and Dentistry of New Jersey,NJ,1998,2045.0,5.15
University of Medicine and Dentistry of New Jersey,NJ,1999,4675.263671875,5.15
University of Medicine and Dentistry of New Jersey,NJ,2000,6004.0,5.15
University of Medicine and Dentistry of New Jersey,NJ,2001,6220.0,5.15
University of Medicine and Dentistry of New Jersey,NJ,2002,6630.0,5.15
University of Medicine and Dentistry of New Jersey,NJ,2003,7134.0,5.15
University of Medicine and Dentistry of New Jersey,NJ,2004,7012.0,5.15
University of Medicine and Dentistry of New Jersey,NJ,2005,7312.0,5.15
University of Medicine and Dentistry of New Jersey,NJ,2006,7914.0,5.15
University of Medicine and Dentistry of New Jersey,NJ,2007,8744.0,5.85
University of Medicine and Dentistry of New Jersey,NJ,2008,9578.0,6.55
University of Medicine and Dentistry of New Jersey,NJ,2009,10888.0,7.25
University of Medicine and Dentistry of New Jersey,NJ,2010,11240.0,7.25
University of Memphis,TN,1987,1220.0,3.35
University of Memphis,TN,1988,1252.0,3.35
University of Memphis,TN,1989,1354.0,3.35
University of Memphis,TN,1990,1452.0,3.8
University of Memphis,TN,1991,1506.59216308594,4.25
University of Memphis,TN,1992,1636.0,4.25
University of Memphis,TN,1993,1748.0,4.25
University of Memphis,TN,1994,1828.0,4.25
University of Memphis,TN,1995,2042.0,4.25
University of Memphis,TN,1996,2026.0,4.75
University of Memphis,TN,1997,2237.70434570313,5.15
University of Memphis,TN,1998,2412.0,5.15
University of Memphis,TN,1999,2630.0,5.15
University of Memphis,TN,2000,2818.0,5.15
University of Memphis,TN,2001,3087.0,5.15
University of Memphis,TN,2002,3470.0,5.15
University of Memphis,TN,2003,3704.0,5.15
University of Memphis,TN,2004,4234.0,5.15
University of Memphis,TN,2005,4480.0,5.15
University of Memphis,TN,2006,5084.0,5.15
University of Memphis,TN,2007,5256.0,5.85
University of Memphis,TN,2008,5802.0,6.55
University of Memphis,TN,2009,6128.0,7.25
University of Memphis,TN,2010,6458.0,7.25
University of Michigan-Ann Arbor,MI,1987,2662.0,3.35
University of Michigan-Ann Arbor,MI,1988,2828.0,3.35
University of Michigan-Ann Arbor,MI,1989,3170.0,3.35
University of Michigan-Ann Arbor,MI,1990,3462.0,3.8
University of Michigan-Ann Arbor,MI,1991,3688.0,4.25
University of Michigan-Ann Arbor,MI,1992,4044.0,4.25
University of Michigan-Ann Arbor,MI,1993,4583.0,4.25
University of Michigan-Ann Arbor,MI,1994,5119.0,4.25
University of Michigan-Ann Arbor,MI,1995,5472.0,4.25
University of Michigan-Ann Arbor,MI,1996,5842.0,4.75
University of Michigan-Ann Arbor,MI,1997,5710.0,5.15
University of Michigan-Ann Arbor,MI,1998,5878.0,5.15
University of Michigan-Ann Arbor,MI,1999,6098.0,5.15
University of Michigan-Ann Arbor,MI,2000,6333.0,5.15
University of Michigan-Ann Arbor,MI,2001,6513.0,5.15
University of Michigan-Ann Arbor,MI,2002,6935.0,5.15
University of Michigan-Ann Arbor,MI,2003,7485.0,5.15
University of Michigan-Ann Arbor,MI,2004,7975.0,5.15
University of Michigan-Ann Arbor,MI,2005,8201.0,5.15
University of Michigan-Ann Arbor,MI,2006,9213.0,5.15
University of Michigan-Ann Arbor,MI,2007,9723.0,5.85
University of Michigan-Ann Arbor,MI,2008,10447.0,6.55
University of Michigan-Ann Arbor,MI,2009,11037.0,7.25
University of Michigan-Ann Arbor,MI,2010,11659.0,7.25
University of Michigan-Dearborn,MI,1987,1734.0,3.35
University of Michigan-Dearborn,MI,1988,1752.0,3.35
University of Michigan-Dearborn,MI,1989,2078.0,3.35
University of Michigan-Dearborn,MI,1990,2278.0,3.8
University of Michigan-Dearborn,MI,1991,2426.0,4.25
University of Michigan-Dearborn,MI,1992,2766.0,4.25
University of Michigan-Dearborn,MI,1993,2886.0,4.25
University of Michigan-Dearborn,MI,1994,3160.0,4.25
University of Michigan-Dearborn,MI,1995,3462.0,4.25
University of Michigan-Dearborn,MI,1996,3736.0,4.75
University of Michigan-Dearborn,MI,1997,3970.0,5.15
University of Michigan-Dearborn,MI,1998,4087.0,5.15
University of Michigan-Dearborn,MI,1999,4274.0,5.15
University of Michigan-Dearborn,MI,2000,4360.0,5.15
University of Michigan-Dearborn,MI,2001,4657.0,5.15
University of Michigan-Dearborn,MI,2002,4915.0,5.15
University of Michigan-Dearborn,MI,2003,5527.0,5.15
University of Michigan-Dearborn,MI,2004,6053.0,5.15
University of Michigan-Dearborn,MI,2005,5711.0,5.15
University of Michigan-Dearborn,MI,2006,6392.0,5.15
University of Michigan-Dearborn,MI,2007,6907.0,5.85
University of Michigan-Dearborn,MI,2008,7452.0,6.55
University of Michigan-Dearborn,MI,2009,7937.0,7.25
University of Michigan-Dearborn,MI,2010,8469.0,7.25
University of Michigan-Flint,MI,1987,780.0,3.35
University of Michigan-Flint,MI,1988,1700.0,3.35
University of Michigan-Flint,MI,1989,1920.0,3.35
University of Michigan-Flint,MI,1990,2104.0,3.8
University of Michigan-Flint,MI,1991,2240.0,4.25
University of Michigan-Flint,MI,1992,2460.0,4.25
University of Michigan-Flint,MI,1993,2700.0,4.25
University of Michigan-Flint,MI,1994,2916.0,4.25
University of Michigan-Flint,MI,1995,3092.0,4.25
University of Michigan-Flint,MI,1996,3304.0,4.75
University of Michigan-Flint,MI,1997,3433.0,5.15
University of Michigan-Flint,MI,1998,3559.0,5.15
University of Michigan-Flint,MI,1999,3697.0,5.15
University of Michigan-Flint,MI,2000,3800.0,5.15
University of Michigan-Flint,MI,2001,3916.0,5.15
University of Michigan-Flint,MI,2002,4361.0,5.15
University of Michigan-Flint,MI,2003,4752.0,5.15
University of Michigan-Flint,MI,2004,5274.0,5.15
University of Michigan-Flint,MI,2005,5422.0,5.15
University of Michigan-Flint,MI,2006,6068.0,5.15
University of Michigan-Flint,MI,2007,6548.0,5.85
University of Michigan-Flint,MI,2008,6966.0,6.55
University of Michigan-Flint,MI,2009,7376.0,7.25
University of Michigan-Flint,MI,2010,7854.0,7.25
University of Minnesota-Crookston,MN,1990,2191.0,3.8
University of Minnesota-Crookston,MN,1991,2435.0,4.25
University of Minnesota-Crookston,MN,1992,2671.0,4.25
University of Minnesota-Crookston,MN,1993,2678.0,4.25
University of Minnesota-Crookston,MN,1994,2683.0,4.25
University of Minnesota-Crookston,MN,1995,2772.0,4.25
University of Minnesota-Crookston,MN,1996,3162.0,4.75
University of Minnesota-Crookston,MN,1997,3342.0,5.15
University of Minnesota-Crookston,MN,1998,3507.0,5.15
University of Minnesota-Crookston,MN,1999,3674.0,5.15
University of Minnesota-Crookston,MN,2000,3854.0,5.15
University of Minnesota-Crookston,MN,2001,4060.0,5.15
University of Minnesota-Crookston,MN,2002,5626.0,5.15
University of Minnesota-Crookston,MN,2003,6098.0,5.15
University of Minnesota-Crookston,MN,2004,5780.0,5.15
University of Minnesota-Crookston,MN,2005,7607.0,5.15
University of Minnesota-Crookston,MN,2006,8097.0,5.15
University of Minnesota-Crookston,MN,2007,8568.0,5.85
University of Minnesota-Crookston,MN,2008,8821.0,6.55
University of Minnesota-Crookston,MN,2009,9381.0,7.25
University of Minnesota-Crookston,MN,2010,9988.0,7.25
University of Minnesota-Duluth,MN,1987,1890.0,3.35
University of Minnesota-Duluth,MN,1988,2005.0,3.35
University of Minnesota-Duluth,MN,1989,2105.0,3.35
University of Minnesota-Duluth,MN,1990,2258.0,3.8
University of Minnesota-Duluth,MN,1991,2501.0,4.25
University of Minnesota-Duluth,MN,1992,2750.0,4.25
University of Minnesota-Duluth,MN,1993,3044.0,4.25
University of Minnesota-Duluth,MN,1994,3137.0,4.25
University of Minnesota-Duluth,MN,1995,3308.0,4.25
University of Minnesota-Duluth,MN,1996,3745.0,4.75
University of Minnesota-Duluth,MN,1997,4187.0,5.15
University of Minnesota-Duluth,MN,1998,4522.0,5.15
University of Minnesota-Duluth,MN,1999,4725.0,5.15
University of Minnesota-Duluth,MN,2000,4599.0,5.15
University of Minnesota-Duluth,MN,2001,4818.0,5.15
University of Minnesota-Duluth,MN,2002,5421.0,5.15
University of Minnesota-Duluth,MN,2003,6259.0,5.15
University of Minnesota-Duluth,MN,2004,7050.0,5.15
University of Minnesota-Duluth,MN,2005,7934.0,5.15
University of Minnesota-Duluth,MN,2006,8512.0,5.15
University of Minnesota-Duluth,MN,2007,9042.0,5.85
University of Minnesota-Duluth,MN,2008,9188.0,6.55
University of Minnesota-Duluth,MN,2009,10430.0,7.25
University of Minnesota-Duluth,MN,2010,11193.0,7.25
University of Minnesota-Morris,MN,1987,1899.0,3.35
University of Minnesota-Morris,MN,1988,1976.0,3.35
University of Minnesota-Morris,MN,1989,2069.0,3.35
University of Minnesota-Morris,MN,1990,2230.0,3.8
University of Minnesota-Morris,MN,1991,2486.0,4.25
University of Minnesota-Morris,MN,1992,2781.0,4.25
University of Minnesota-Morris,MN,1993,3246.0,4.25
University of Minnesota-Morris,MN,1994,3417.0,4.25
University of Minnesota-Morris,MN,1995,3572.0,4.25
University of Minnesota-Morris,MN,1996,4189.0,4.75
University of Minnesota-Morris,MN,1997,4554.0,5.15
University of Minnesota-Morris,MN,1998,4766.0,5.15
University of Minnesota-Morris,MN,1999,4956.0,5.15
University of Minnesota-Morris,MN,2000,5311.0,5.15
University of Minnesota-Morris,MN,2001,5567.0,5.15
University of Minnesota-Morris,MN,2002,6142.0,5.15
University of Minnesota-Morris,MN,2003,7154.0,5.15
University of Minnesota-Morris,MN,2004,7991.0,5.15
University of Minnesota-Morris,MN,2005,9056.0,5.15
University of Minnesota-Morris,MN,2006,9721.0,5.15
University of Minnesota-Morris,MN,2007,10312.0,5.85
University of Minnesota-Morris,MN,2008,9331.0,6.55
University of Minnesota-Morris,MN,2009,10006.0,7.25
University of Minnesota-Morris,MN,2010,10715.0,7.25
University of Minnesota-Twin Cities,MN,1987,1970.0,3.35
University of Minnesota-Twin Cities,MN,1988,2053.0,3.35
University of Minnesota-Twin Cities,MN,1989,2162.0,3.35
University of Minnesota-Twin Cities,MN,1990,2336.0,3.8
University of Minnesota-Twin Cities,MN,1991,2584.0,4.25
University of Minnesota-Twin Cities,MN,1992,2829.0,4.25
University of Minnesota-Twin Cities,MN,1993,3158.0,4.25
University of Minnesota-Twin Cities,MN,1994,3266.0,4.25
University of Minnesota-Twin Cities,MN,1995,3392.0,4.25
University of Minnesota-Twin Cities,MN,1996,3857.0,4.75
University of Minnesota-Twin Cities,MN,1997,4320.0,5.15
University of Minnesota-Twin Cities,MN,1998,4749.0,5.15
University of Minnesota-Twin Cities,MN,1999,4963.0,5.15
University of Minnesota-Twin Cities,MN,2000,4648.0,5.15
University of Minnesota-Twin Cities,MN,2001,4878.0,5.15
University of Minnesota-Twin Cities,MN,2002,5536.0,5.15
University of Minnesota-Twin Cities,MN,2003,6280.0,5.15
University of Minnesota-Twin Cities,MN,2004,7116.0,5.15
University of Minnesota-Twin Cities,MN,2005,8029.0,5.15
University of Minnesota-Twin Cities,MN,2006,8622.0,5.15
University of Minnesota-Twin Cities,MN,2007,9173.0,5.85
University of Minnesota-Twin Cities,MN,2008,9598.0,6.55
University of Minnesota-Twin Cities,MN,2009,10634.0,7.25
University of Minnesota-Twin Cities,MN,2010,11293.0,7.25
University of Mississippi Main Campus,MS,1987,1727.0,3.35
University of Mississippi Main Campus,MS,1988,1780.0,3.35
University of Mississippi Main Campus,MS,1989,1790.0,3.35
University of Mississippi Main Campus,MS,1990,1987.0,3.8
University of Mississippi Main Campus,MS,1991,2059.0,4.25
University of Mississippi Main Campus,MS,1992,2221.0,4.25
University of Mississippi Main Campus,MS,1993,2435.0,4.25
University of Mississippi Main Campus,MS,1994,2456.0,4.25
University of Mississippi Main Campus,MS,1995,2546.0,4.25
University of Mississippi Main Campus,MS,1996,2546.0,4.75
University of Mississippi Main Campus,MS,1997,2631.0,5.15
University of Mississippi Main Campus,MS,1998,2731.0,5.15
University of Mississippi Main Campus,MS,1999,3053.0,5.15
University of Mississippi Main Campus,MS,2002,3626.0,5.15
University of Mississippi Main Campus,MS,2003,3916.0,5.15
University of Mississippi Main Campus,MS,2004,3916.0,5.15
University of Mississippi Main Campus,MS,2005,4110.0,5.15
University of Mississippi Main Campus,MS,2006,4320.0,5.15
University of Mississippi Main Campus,MS,2007,4602.0,5.85
University of Mississippi Main Campus,MS,2008,4932.0,6.55
University of Mississippi Main Campus,MS,2009,5106.0,7.25
University of Mississippi Main Campus,MS,2010,5106.0,7.25
University of Mississippi Medical Center,MS,1987,1456.0,3.35
University of Mississippi Medical Center,MS,1988,1367.0,3.35
University of Mississippi Medical Center,MS,1989,1370.0,3.35
University of Mississippi Medical Center,MS,1990,1473.0,3.8
University of Mississippi Medical Center,MS,1991,1493.0,4.25
University of Mississippi Medical Center,MS,1992,1887.0,4.25
University of Mississippi Medical Center,MS,1993,2101.0,4.25
University of Mississippi Medical Center,MS,1994,2106.0,4.25
University of Mississippi Medical Center,MS,1995,2106.0,4.25
University of Mississippi Medical Center,MS,1996,2106.0,4.75
University of Mississippi Medical Center,MS,1997,2106.0,5.15
University of Mississippi Medical Center,MS,1998,2106.0,5.15
University of Mississippi Medical Center,MS,1999,2378.0,5.15
University of Mississippi Medical Center,MS,2000,2309.47998046875,5.15
University of Mississippi Medical Center,MS,2001,2378.0,5.15
University of Mississippi Medical Center,MS,2002,2378.0,5.15
University of Mississippi Medical Center,MS,2003,3078.0,5.15
University of Mississippi Medical Center,MS,2004,3078.0,5.15
University of Mississippi Medical Center,MS,2005,3356.0,5.15
University of Mississippi Medical Center,MS,2006,3394.0,5.15
University of Mississippi Medical Center,MS,2007,4603.0,5.85
University of Mississippi Medical Center,MS,2008,4934.0,6.55
University of Mississippi Medical Center,MS,2009,5367.0,7.25
University of Mississippi Medical Center,MS,2010,5106.0,7.25
University of Missouri-Columbia,MO,1987,1492.0,3.35
University of Missouri-Columbia,MO,1988,1590.0,3.35
University of Missouri-Columbia,MO,1989,1690.0,3.35
University of Missouri-Columbia,MO,1990,1816.0,3.8
University of Missouri-Columbia,MO,1991,2082.0,4.25
University of Missouri-Columbia,MO,1992,2432.0,4.25
University of Missouri-Columbia,MO,1993,2812.0,4.25
University of Missouri-Columbia,MO,1994,3125.0,4.25
University of Missouri-Columbia,MO,1995,3444.0,4.25
University of Missouri-Columbia,MO,1996,3771.0,4.75
University of Missouri-Columbia,MO,1997,4121.0,5.15
University of Missouri-Columbia,MO,1998,4280.0,5.15
University of Missouri-Columbia,MO,1999,4439.0,5.15
University of Missouri-Columbia,MO,2000,4581.0,5.15
University of Missouri-Columbia,MO,2001,4726.0,5.15
University of Missouri-Columbia,MO,2002,4887.0,5.15
University of Missouri-Columbia,MO,2003,5552.0,5.15
University of Missouri-Columbia,MO,2004,6558.0,5.15
University of Missouri-Columbia,MO,2005,7100.0,5.15
University of Missouri-Columbia,MO,2006,6960.0,5.15
University of Missouri-Columbia,MO,2007,7308.0,5.85
University of Missouri-Columbia,MO,2008,8098.0,6.55
University of Missouri-Columbia,MO,2009,8467.0,7.25
University of Missouri-Columbia,MO,2010,8501.0,7.25
University of Montevallo,AL,1987,1445.0,3.35
University of Montevallo,AL,1988,1454.0,3.35
University of Montevallo,AL,1989,1500.0,3.35
University of Montevallo,AL,1990,1744.0,3.8
University of Montevallo,AL,1991,1834.0,4.25
University of Montevallo,AL,1992,1954.0,4.25
University of Montevallo,AL,1993,2100.0,4.25
University of Montevallo,AL,1994,2280.0,4.25
