instname,state,academicyear,tuitionfee02_tf,minimum_wage
Coppin State University,MD,2008,4745.0,6.55
Coppin State University,MD,2009,5140.0,7.25
Coppin State University,MD,2010,5441.0,7.25
DETROIT HEALTH DEPARTMENT NUTRITION DIVISION,MI,1993,325.0,4.25
DETROIT HEALTH DEPARTMENT NUTRITION DIVISION,MI,1994,250.0,4.25
Dakota State University,SD,1987,1508.0,3.35
Dakota State University,SD,1988,1585.0,3.35
Dakota State University,SD,1989,1259.0,3.35
Dakota State University,SD,1990,1301.0,3.8
Dakota State University,SD,1991,1401.9592285156302,4.25
Dakota State University,SD,1992,1582.0,4.25
Dakota State University,SD,1993,1653.0,4.25
Dakota State University,SD,1994,1770.0,4.25
Dakota State University,SD,1995,2002.0,4.25
Dakota State University,SD,1996,2585.0,4.75
Dakota State University,SD,1997,2607.0,5.15
Dakota State University,SD,1998,2838.0,5.15
Dakota State University,SD,1999,3301.0,5.15
Dakota State University,SD,2000,3588.0,5.15
Dakota State University,SD,2001,3808.0,5.15
Dakota State University,SD,2002,4026.0,5.15
Dakota State University,SD,2003,4312.0,5.15
Dakota State University,SD,2004,4379.0,5.15
Dakota State University,SD,2005,4614.0,5.15
Dakota State University,SD,2006,4831.0,5.15
Dakota State University,SD,2007,5060.0,5.85
Dakota State University,SD,2008,5381.0,6.55
Dakota State University,SD,2009,5816.0,7.25
Dakota State University,SD,2010,6165.0,7.25
Dalton State College,GA,1990,933.0,3.8
Dalton State College,GA,1991,969.0,4.25
Dalton State College,GA,1992,1008.0,4.25
Dalton State College,GA,1993,1047.0,4.25
Dalton State College,GA,1994,1074.0,4.25
Dalton State College,GA,1995,1104.0,4.25
Dalton State College,GA,1996,1050.0,4.75
Dalton State College,GA,1997,1110.0,5.15
Dalton State College,GA,1998,1182.0,5.15
Dalton State College,GA,1999,1223.0,5.15
Dalton State College,GA,2000,1255.0,5.15
Dalton State College,GA,2001,1456.0,5.15
Dalton State College,GA,2002,1456.0,5.15
Dalton State College,GA,2003,1534.0,5.15
Dalton State College,GA,2004,1600.0,5.15
Dalton State College,GA,2005,1670.0,5.15
Dalton State College,GA,2006,1744.0,5.15
Dalton State College,GA,2007,1754.0,5.85
Dalton State College,GA,2008,1992.0,6.55
Dalton State College,GA,2009,2606.0,7.25
Dalton State College,GA,2010,2900.0,7.25
Delaware State University,DE,1987,906.0,3.35
Delaware State University,DE,1988,1000.0,3.35
Delaware State University,DE,1989,1100.0,3.35
Delaware State University,DE,1990,1230.0,3.8
Delaware State University,DE,1991,1295.0,4.25
Delaware State University,DE,1992,1546.0,4.25
Delaware State University,DE,1993,1788.0,4.25
Delaware State University,DE,1994,1966.0,4.25
Delaware State University,DE,1995,2132.0,4.25
Delaware State University,DE,1996,2250.0,4.75
Delaware State University,DE,1997,2636.0,5.15
Delaware State University,DE,1998,2810.0,5.15
Delaware State University,DE,1999,2974.0,5.15
Delaware State University,DE,2000,3256.0,5.15
Delaware State University,DE,2001,3470.0,5.15
Delaware State University,DE,2002,3682.0,5.15
Delaware State University,DE,2003,4216.0,5.15
Delaware State University,DE,2004,4296.0,5.15
Delaware State University,DE,2005,4976.0,5.15
Delaware State University,DE,2006,5810.0,5.15
Delaware State University,DE,2007,5746.0,5.85
Delaware State University,DE,2008,6146.0,6.55
Delaware State University,DE,2009,6481.0,7.25
Delaware State University,DE,2010,6481.0,7.25
Delta State University,MS,1987,1350.0,3.35
Delta State University,MS,1988,1470.0,3.35
Delta State University,MS,1989,1470.0,3.35
Delta State University,MS,1990,1604.0,3.8
Delta State University,MS,1991,1706.0,4.25
Delta State University,MS,1992,2000.0,4.25
Delta State University,MS,1993,2194.0,4.25
Delta State University,MS,1994,2194.0,4.25
Delta State University,MS,1995,2294.0,4.25
Delta State University,MS,1996,2294.0,4.75
Delta State University,MS,1997,2294.0,5.15
Delta State University,MS,1998,2354.0,5.15
Delta State University,MS,1999,2596.0,5.15
Delta State University,MS,2000,2596.0,5.15
Delta State University,MS,2001,2696.0,5.15
Delta State University,MS,2002,3100.0,5.15
Delta State University,MS,2003,3348.0,5.15
Delta State University,MS,2004,3348.0,5.15
Delta State University,MS,2005,3582.0,5.15
Delta State University,MS,2006,3762.0,5.15
Delta State University,MS,2007,4008.0,5.85
Delta State University,MS,2008,4248.0,6.55
Delta State University,MS,2009,4450.0,7.25
Delta State University,MS,2010,4450.0,7.25
Dickinson State University,ND,1987,1053.0,3.35
Dickinson State University,ND,1988,1243.0,3.35
Dickinson State University,ND,1989,1299.0,3.35
Dickinson State University,ND,1990,1359.0,3.8
Dickinson State University,ND,1991,1493.26123046875,4.25
Dickinson State University,ND,1992,1706.0,4.25
Dickinson State University,ND,1993,1706.0,4.25
Dickinson State University,ND,1994,1782.0,4.25
Dickinson State University,ND,1995,1856.0,4.25
Dickinson State University,ND,1996,1856.0,4.75
Dickinson State University,ND,1997,1970.0,5.15
Dickinson State University,ND,1998,2096.0,5.15
Dickinson State University,ND,1999,2196.0,5.15
Dickinson State University,ND,2000,2302.0,5.15
Dickinson State University,ND,2001,2378.0,5.15
Dickinson State University,ND,2002,2463.0,5.15
Dickinson State University,ND,2003,2798.0,5.15
Dickinson State University,ND,2004,3138.0,5.15
Dickinson State University,ND,2005,3799.0,5.15
Dickinson State University,ND,2006,4154.0,5.15
Dickinson State University,ND,2007,4470.0,5.85
Dickinson State University,ND,2008,4773.0,6.55
Dickinson State University,ND,2009,5084.0,7.25
Dickinson State University,ND,2010,5249.0,7.25
Dine College,AZ,2010,805.0,7.25
Dixie State College of Utah,UT,1990,1123.0,3.8
Dixie State College of Utah,UT,1992,1186.0,4.25
Dixie State College of Utah,UT,1993,1244.0,4.25
Dixie State College of Utah,UT,1994,1282.0,4.25
Dixie State College of Utah,UT,1995,1331.0,4.25
Dixie State College of Utah,UT,1996,1332.0,4.75
Dixie State College of Utah,UT,1997,1332.0,5.15
Dixie State College of Utah,UT,1998,1372.0,5.15
Dixie State College of Utah,UT,1999,1402.0,5.15
Dixie State College of Utah,UT,2000,1434.0,5.15
Dixie State College of Utah,UT,2001,1480.0,5.15
Dixie State College of Utah,UT,2002,1544.0,5.15
Dixie State College of Utah,UT,2003,1612.0,5.15
Dixie State College of Utah,UT,2004,1778.0,5.15
Dixie State College of Utah,UT,2005,1886.0,5.15
Dixie State College of Utah,UT,2006,1984.0,5.15
Dixie State College of Utah,UT,2007,2492.0,5.85
Dixie State College of Utah,UT,2008,2728.0,6.55
Dixie State College of Utah,UT,2009,2893.0,7.25
Dixie State College of Utah,UT,2010,3145.0,7.25
East Carolina University,NC,1987,778.0,3.35
East Carolina University,NC,1988,842.0,3.35
East Carolina University,NC,1989,878.0,3.35
East Carolina University,NC,1990,978.0,3.8
East Carolina University,NC,1991,1072.0498046875,4.25
East Carolina University,NC,1992,1204.0,4.25
East Carolina University,NC,1993,1246.0,4.25
East Carolina University,NC,1994,1366.0,4.25
East Carolina University,NC,1995,1557.0,4.25
East Carolina University,NC,1996,1673.0,4.75
East Carolina University,NC,1997,1752.0,5.15
East Carolina University,NC,1998,1832.0,5.15
East Carolina University,NC,1999,1886.0,5.15
East Carolina University,NC,2000,1998.0,5.15
East Carolina University,NC,2001,2257.0,5.15
East Carolina University,NC,2002,2566.0,5.15
East Carolina University,NC,2003,2980.0,5.15
East Carolina University,NC,2004,3131.0,5.15
East Carolina University,NC,2005,3454.0,5.15
East Carolina University,NC,2006,3627.0,5.15
East Carolina University,NC,2007,4003.0,5.85
East Carolina University,NC,2008,4368.0,6.55
East Carolina University,NC,2009,4186.0,7.25
East Carolina University,NC,2010,4477.0,7.25
East Central University,OK,1987,516.0,3.35
East Central University,OK,1988,600.0,3.35
East Central University,OK,1989,1024.0,3.35
East Central University,OK,1990,1189.0,3.8
East Central University,OK,1991,1250.23803710938,4.25
East Central University,OK,1992,1327.0,4.25
East Central University,OK,1993,1411.0,4.25
East Central University,OK,1994,1490.0,4.25
East Central University,OK,1995,1529.0,4.25
East Central University,OK,1996,1636.0,4.75
East Central University,OK,1997,1659.0,5.15
East Central University,OK,1998,1814.0,5.15
East Central University,OK,1999,1841.0,5.15
East Central University,OK,2000,1918.0,5.15
East Central University,OK,2001,1918.0,5.15
East Central University,OK,2002,2024.0,5.15
East Central University,OK,2003,2330.0,5.15
East Central University,OK,2004,2684.0,5.15
East Central University,OK,2005,2995.0,5.15
East Central University,OK,2006,3207.0,5.15
East Central University,OK,2007,3458.0,5.85
East Central University,OK,2008,3797.0,6.55
East Central University,OK,2009,4271.0,7.25
East Central University,OK,2010,4271.0,7.25
East Stroudsburg University of Pennsylvania,PA,1987,1870.0,3.35
East Stroudsburg University of Pennsylvania,PA,1988,1904.0,3.35
East Stroudsburg University of Pennsylvania,PA,1989,2214.0,3.35
East Stroudsburg University of Pennsylvania,PA,1990,2392.0,3.8
East Stroudsburg University of Pennsylvania,PA,1991,2723.50415039063,4.25
East Stroudsburg University of Pennsylvania,PA,1992,3088.0,4.25
East Stroudsburg University of Pennsylvania,PA,1993,3352.0,4.25
East Stroudsburg University of Pennsylvania,PA,1994,3664.0,4.25
East Stroudsburg University of Pennsylvania,PA,1995,3844.0,4.25
East Stroudsburg University of Pennsylvania,PA,1996,4016.0,4.75
East Stroudsburg University of Pennsylvania,PA,1997,4194.0,5.15
East Stroudsburg University of Pennsylvania,PA,1998,4322.0,5.15
East Stroudsburg University of Pennsylvania,PA,1999,4314.0,5.15
East Stroudsburg University of Pennsylvania,PA,2000,4492.0,5.15
East Stroudsburg University of Pennsylvania,PA,2001,4718.0,5.15
East Stroudsburg University of Pennsylvania,PA,2002,4984.0,5.15
East Stroudsburg University of Pennsylvania,PA,2003,5502.0,5.15
East Stroudsburg University of Pennsylvania,PA,2004,5979.0,5.15
East Stroudsburg University of Pennsylvania,PA,2005,6224.0,5.15
East Stroudsburg University of Pennsylvania,PA,2006,6399.0,5.15
East Stroudsburg University of Pennsylvania,PA,2007,6577.0,5.85
East Stroudsburg University of Pennsylvania,PA,2008,6809.0,6.55
East Stroudsburg University of Pennsylvania,PA,2009,7090.0,7.25
East Stroudsburg University of Pennsylvania,PA,2010,7394.0,7.25
East Tennessee State University,TN,1987,1064.0,3.35
East Tennessee State University,TN,1988,1138.0,3.35
East Tennessee State University,TN,1989,1192.0,3.35
East Tennessee State University,TN,1990,1284.0,3.8
East Tennessee State University,TN,1991,1337.84045410156,4.25
East Tennessee State University,TN,1992,1456.0,4.25
East Tennessee State University,TN,1993,1554.0,4.25
East Tennessee State University,TN,1994,1680.0,4.25
East Tennessee State University,TN,1995,1720.0,4.25
East Tennessee State University,TN,1996,1878.0,4.75
East Tennessee State University,TN,1997,1928.0,5.15
East Tennessee State University,TN,1998,2100.0,5.15
East Tennessee State University,TN,1999,2384.0,5.15
East Tennessee State University,TN,2000,2532.0,5.15
East Tennessee State University,TN,2001,2759.0,5.15
East Tennessee State University,TN,2002,3119.0,5.15
East Tennessee State University,TN,2003,3311.0,5.15
East Tennessee State University,TN,2004,3839.0,5.15
East Tennessee State University,TN,2005,4059.0,5.15
East Tennessee State University,TN,2006,4487.0,5.15
East Tennessee State University,TN,2007,4637.0,5.85
East Tennessee State University,TN,2008,4887.0,6.55
East Tennessee State University,TN,2009,5201.0,7.25
East Tennessee State University,TN,2010,5533.0,7.25
Eastern Connecticut State University,CT,1987,1288.0,3.35
Eastern Connecticut State University,CT,1988,1382.0,3.35
Eastern Connecticut State University,CT,1989,1550.0,3.35
Eastern Connecticut State University,CT,1990,1632.0,3.8
Eastern Connecticut State University,CT,1991,2011.0,4.25
Eastern Connecticut State University,CT,1992,2565.0,4.25
Eastern Connecticut State University,CT,1993,3154.0,4.25
Eastern Connecticut State University,CT,1994,3188.0,4.25
Eastern Connecticut State University,CT,1995,3355.0,4.25
Eastern Connecticut State University,CT,1996,3487.0,4.75
Eastern Connecticut State University,CT,1997,3771.0,5.15
Eastern Connecticut State University,CT,1998,3907.0,5.15
Eastern Connecticut State University,CT,1999,3914.0,5.15
Eastern Connecticut State University,CT,2000,3994.0,5.15
Eastern Connecticut State University,CT,2001,4146.0,5.15
Eastern Connecticut State University,CT,2002,4088.0,5.15
Eastern Connecticut State University,CT,2003,4455.0,5.15
Eastern Connecticut State University,CT,2004,5045.0,5.15
Eastern Connecticut State University,CT,2005,5556.0,5.15
Eastern Connecticut State University,CT,2006,5964.0,5.15
Eastern Connecticut State University,CT,2007,6572.0,5.85
Eastern Connecticut State University,CT,2008,6961.0,6.55
Eastern Connecticut State University,CT,2009,7406.0,7.25
Eastern Connecticut State University,CT,2010,7813.0,7.25
Eastern Illinois University,IL,1987,1517.0,3.35
Eastern Illinois University,IL,1988,1579.0,3.35
Eastern Illinois University,IL,1989,1814.0,3.35
Eastern Illinois University,IL,1990,2124.0,3.8
Eastern Illinois University,IL,1991,2138.0,4.25
Eastern Illinois University,IL,1992,2358.0,4.25
Eastern Illinois University,IL,1993,2533.0,4.25
Eastern Illinois University,IL,1994,2600.0,4.25
Eastern Illinois University,IL,1995,2684.0,4.25
Eastern Illinois University,IL,1996,2777.0,4.75
Eastern Illinois University,IL,1997,2905.0,5.15
Eastern Illinois University,IL,1998,3078.0,5.15
Eastern Illinois University,IL,1999,3232.0,5.15
Eastern Illinois University,IL,2000,3368.0,5.15
Eastern Illinois University,IL,2001,4092.0,5.15
Eastern Illinois University,IL,2002,4301.0,5.15
Eastern Illinois University,IL,2003,4648.0,5.15
Eastern Illinois University,IL,2004,4982.0,5.15
Eastern Illinois University,IL,2005,5479.0,5.15
Eastern Illinois University,IL,2006,6373.0,5.15
Eastern Illinois University,IL,2007,7069.0,5.85
Eastern Illinois University,IL,2008,7990.0,6.55
Eastern Illinois University,IL,2009,8782.0,7.25
Eastern Illinois University,IL,2010,9429.0,7.25
Eastern Kentucky University,KY,1987,1020.0,3.35
Eastern Kentucky University,KY,1988,1090.0,3.35
Eastern Kentucky University,KY,1989,1140.0,3.35
Eastern Kentucky University,KY,1990,1180.0,3.8
Eastern Kentucky University,KY,1991,1300.0,4.25
Eastern Kentucky University,KY,1992,1440.0,4.25
Eastern Kentucky University,KY,1993,1540.0,4.25
Eastern Kentucky University,KY,1994,1700.0,4.25
Eastern Kentucky University,KY,1995,1790.0,4.25
Eastern Kentucky University,KY,1996,1900.0,4.75
Eastern Kentucky University,KY,1997,1970.0,5.15
Eastern Kentucky University,KY,1998,2060.0,5.15
Eastern Kentucky University,KY,1999,2190.0,5.15
Eastern Kentucky University,KY,2000,2390.0,5.15
Eastern Kentucky University,KY,2001,2542.0,5.15
Eastern Kentucky University,KY,2002,3076.0,5.15
Eastern Kentucky University,KY,2003,2928.0,5.15
Eastern Kentucky University,KY,2004,3198.0,5.15
Eastern Kentucky University,KY,2005,3792.0,5.15
Eastern Kentucky University,KY,2006,4660.0,5.15
Eastern Kentucky University,KY,2007,5652.0,5.85
Eastern Kentucky University,KY,2008,6142.0,6.55
Eastern Kentucky University,KY,2009,6540.0,7.25
Eastern Kentucky University,KY,2010,6772.0,7.25
Eastern Michigan University,MI,1987,1561.0,3.35
Eastern Michigan University,MI,1988,1656.0,3.35
Eastern Michigan University,MI,1989,1820.0,3.35
Eastern Michigan University,MI,1990,1975.0,3.8
Eastern Michigan University,MI,1991,2068.0,4.25
Eastern Michigan University,MI,1992,2347.0,4.25
Eastern Michigan University,MI,1993,2471.0,4.25
Eastern Michigan University,MI,1994,2804.0,4.25
Eastern Michigan University,MI,1995,3190.0,4.25
Eastern Michigan University,MI,1996,3314.0,4.75
Eastern Michigan University,MI,1997,3399.0,5.15
Eastern Michigan University,MI,1998,3529.0,5.15
Eastern Michigan University,MI,1999,3645.0,5.15
Eastern Michigan University,MI,2000,3753.0,5.15
Eastern Michigan University,MI,2001,3777.0,5.15
Eastern Michigan University,MI,2002,4602.0,5.15
Eastern Michigan University,MI,2003,5027.0,5.15
Eastern Michigan University,MI,2004,5626.0,5.15
Eastern Michigan University,MI,2005,5762.0,5.15
Eastern Michigan University,MI,2006,6541.0,5.15
Eastern Michigan University,MI,2007,6935.0,5.85
Eastern Michigan University,MI,2008,7490.0,6.55
Eastern Michigan University,MI,2009,8069.0,7.25
Eastern Michigan University,MI,2010,8378.0,7.25
Eastern New Mexico University-Main Campus,NM,1987,894.0,3.35
Eastern New Mexico University-Main Campus,NM,1988,1014.0,3.35
Eastern New Mexico University-Main Campus,NM,1989,1092.0,3.35
Eastern New Mexico University-Main Campus,NM,1990,1140.0,3.8
Eastern New Mexico University-Main Campus,NM,1991,1230.0,4.25
Eastern New Mexico University-Main Campus,NM,1992,1278.0,4.25
Eastern New Mexico University-Main Campus,NM,1993,1356.0,4.25
Eastern New Mexico University-Main Campus,NM,1994,1440.0,4.25
Eastern New Mexico University-Main Campus,NM,1995,1518.0,4.25
Eastern New Mexico University-Main Campus,NM,1996,1572.0,4.75
Eastern New Mexico University-Main Campus,NM,1997,1652.0,5.15
Eastern New Mexico University-Main Campus,NM,1998,1716.0,5.15
Eastern New Mexico University-Main Campus,NM,1999,1752.0,5.15
Eastern New Mexico University-Main Campus,NM,2000,1830.0,5.15
Eastern New Mexico University-Main Campus,NM,2001,1944.0,5.15
Eastern New Mexico University-Main Campus,NM,2002,2088.0,5.15
Eastern New Mexico University-Main Campus,NM,2003,2292.0,5.15
Eastern New Mexico University-Main Campus,NM,2004,2472.0,5.15
Eastern New Mexico University-Main Campus,NM,2005,2616.0,5.15
Eastern New Mexico University-Main Campus,NM,2006,2784.0,5.15
Eastern New Mexico University-Main Campus,NM,2007,2964.0,5.85
Eastern New Mexico University-Main Campus,NM,2008,3156.0,6.55
Eastern New Mexico University-Main Campus,NM,2009,3342.0,7.25
Eastern New Mexico University-Main Campus,NM,2010,3552.0,7.25
Eastern Oregon University,OR,1987,474.0,3.35
Eastern Oregon University,OR,1988,1452.0,3.35
Eastern Oregon University,OR,1989,1512.0,3.35
Eastern Oregon University,OR,1990,1662.0,3.8
Eastern Oregon University,OR,1991,2016.91125488281,4.25
Eastern Oregon University,OR,1992,2361.0,4.25
Eastern Oregon University,OR,1993,2445.0,4.25
Eastern Oregon University,OR,1994,2619.0,4.25
Eastern Oregon University,OR,1995,2766.0,4.25
Eastern Oregon University,OR,1996,2898.0,4.75
Eastern Oregon University,OR,1997,3159.0,5.15
Eastern Oregon University,OR,2000,3366.0,5.15
Eastern Oregon University,OR,2001,3387.0,5.15
Eastern Oregon University,OR,2002,3621.0,5.15
Eastern Oregon University,OR,2003,3678.0,5.15
Eastern Oregon University,OR,2004,4839.0,5.15
Eastern Oregon University,OR,2005,5508.0,5.15
Eastern Oregon University,OR,2006,5653.0,5.15
Eastern Oregon University,OR,2007,5841.0,5.85
Eastern Oregon University,OR,2008,6072.0,6.55
Eastern Oregon University,OR,2009,6225.0,7.25
Eastern Oregon University,OR,2010,6456.0,7.25
Eastern Washington University,WA,1988,1272.0,3.35
Eastern Washington University,WA,1989,1317.0,3.35
Eastern Washington University,WA,1990,1518.0,3.8
Eastern Washington University,WA,1991,1611.0,4.25
Eastern Washington University,WA,1992,1698.0,4.25
Eastern Washington University,WA,1993,1785.0,4.25
Eastern Washington University,WA,1994,2091.0,4.25
Eastern Washington University,WA,1995,2376.0,4.25
Eastern Washington University,WA,1996,2463.0,4.75
Eastern Washington University,WA,1997,2445.0,5.15
Eastern Washington University,WA,1998,2520.0,5.15
Eastern Washington University,WA,1999,2622.0,5.15
Eastern Washington University,WA,2000,2802.0,5.15
Eastern Washington University,WA,2001,3012.0,5.15
Eastern Washington University,WA,2002,3186.0,5.15
Eastern Washington University,WA,2003,3582.0,5.15
Eastern Washington University,WA,2004,3812.0,5.15
Eastern Washington University,WA,2005,4055.0,5.15
Eastern Washington University,WA,2006,4281.0,5.15
Eastern Washington University,WA,2007,4562.0,5.85
Eastern Washington University,WA,2008,5102.0,6.55
Eastern Washington University,WA,2009,5223.0,7.25
Eastern Washington University,WA,2010,5872.0,7.25
Edinboro University of Pennsylvania,PA,1987,1950.0,3.35
Edinboro University of Pennsylvania,PA,1988,2120.0,3.35
Edinboro University of Pennsylvania,PA,1989,2424.0,3.35
Edinboro University of Pennsylvania,PA,1990,2468.0,3.8
Edinboro University of Pennsylvania,PA,1991,2714.18920898438,4.25
Edinboro University of Pennsylvania,PA,1992,3013.0,4.25
Edinboro University of Pennsylvania,PA,1993,3161.0,4.25
Edinboro University of Pennsylvania,PA,1994,3531.0,4.25
Edinboro University of Pennsylvania,PA,1995,3685.0,4.25
Edinboro University of Pennsylvania,PA,1996,3924.0,4.75
Edinboro University of Pennsylvania,PA,1997,4082.0,5.15
Edinboro University of Pennsylvania,PA,1998,4192.0,5.15
Edinboro University of Pennsylvania,PA,1999,3468.0,5.15
Edinboro University of Pennsylvania,PA,2000,4358.0,5.15
Edinboro University of Pennsylvania,PA,2001,4569.0,5.15
Edinboro University of Pennsylvania,PA,2002,4944.0,5.15
Edinboro University of Pennsylvania,PA,2003,5464.0,5.15
Edinboro University of Pennsylvania,PA,2004,5766.0,5.15
Edinboro University of Pennsylvania,PA,2005,6039.0,5.15
Edinboro University of Pennsylvania,PA,2006,6290.0,5.15
Edinboro University of Pennsylvania,PA,2007,6484.0,5.85
Edinboro University of Pennsylvania,PA,2008,6767.0,6.55
Edinboro University of Pennsylvania,PA,2009,7042.0,7.25
Edinboro University of Pennsylvania,PA,2010,7316.0,7.25
Elizabeth City State University,NC,1987,834.0,3.35
Elizabeth City State University,NC,1988,882.0,3.35
Elizabeth City State University,NC,1989,912.0,3.35
Elizabeth City State University,NC,1990,1006.0,3.8
Elizabeth City State University,NC,1991,1045.65551757813,4.25
Elizabeth City State University,NC,1992,1150.0,4.25
Elizabeth City State University,NC,1993,1184.0,4.25
Elizabeth City State University,NC,1994,1242.0,4.25
Elizabeth City State University,NC,1995,1326.0,4.25
Elizabeth City State University,NC,1996,1410.0,4.75
Elizabeth City State University,NC,1997,1468.0,5.15
Elizabeth City State University,NC,1998,1522.0,5.15
Elizabeth City State University,NC,1999,1572.0,5.15
Elizabeth City State University,NC,2000,1631.0,5.15
Elizabeth City State University,NC,2001,1686.0,5.15
Elizabeth City State University,NC,2002,1840.0,5.15
Elizabeth City State University,NC,2003,2162.0,5.15
Elizabeth City State University,NC,2004,2176.0,5.15
Elizabeth City State University,NC,2005,2475.0,5.15
Elizabeth City State University,NC,2006,2494.0,5.15
Elizabeth City State University,NC,2007,2765.0,5.85
Elizabeth City State University,NC,2008,2898.0,6.55
Elizabeth City State University,NC,2009,2922.0,7.25
Elizabeth City State University,NC,2010,3032.0,7.25
Emporia State University,KS,1987,568.0,3.35
Emporia State University,KS,1988,1191.0,3.35
Emporia State University,KS,1989,1237.0,3.35
Emporia State University,KS,1990,1301.0,3.8
Emporia State University,KS,1991,1382.0,4.25
Emporia State University,KS,1992,1490.0,4.25
Emporia State University,KS,1993,1584.0,4.25
Emporia State University,KS,1994,1684.0,4.25
Emporia State University,KS,1995,1729.0,4.25
Emporia State University,KS,1996,1782.0,4.75
Emporia State University,KS,1997,1834.0,5.15
Emporia State University,KS,1998,1900.0,5.15
Emporia State University,KS,1999,1982.0,5.15
Emporia State University,KS,2000,2086.0,5.15
Emporia State University,KS,2001,2218.0,5.15
Emporia State University,KS,2002,2284.0,5.15
Emporia State University,KS,2003,2454.0,5.15
Emporia State University,KS,2004,2776.0,5.15
Emporia State University,KS,2005,3036.0,5.15
Emporia State University,KS,2006,3306.0,5.15
Emporia State University,KS,2007,3586.0,5.85
Emporia State University,KS,2008,3926.0,6.55
Emporia State University,KS,2009,4136.0,7.25
Emporia State University,KS,2010,4374.0,7.25
Escuela de Artes Plasticas de Puerto Rico,PR,1987,54.0,3.35
Escuela de Artes Plasticas de Puerto Rico,PR,1988,119.96539306640601,3.35
Escuela de Artes Plasticas de Puerto Rico,PR,1989,128.0,3.35
Escuela de Artes Plasticas de Puerto Rico,PR,1990,128.0,3.8
Escuela de Artes Plasticas de Puerto Rico,PR,1993,1526.0,4.25
Escuela de Artes Plasticas de Puerto Rico,PR,1994,1526.0,4.25
Escuela de Artes Plasticas de Puerto Rico,PR,1995,1592.0,4.25
Escuela de Artes Plasticas de Puerto Rico,PR,1996,1386.0,4.75
Escuela de Artes Plasticas de Puerto Rico,PR,1997,1592.0,5.15
Escuela de Artes Plasticas de Puerto Rico,PR,1998,1624.0,5.15
Escuela de Artes Plasticas de Puerto Rico,PR,1999,1794.0,5.15
Escuela de Artes Plasticas de Puerto Rico,PR,2000,1794.0,5.15
Escuela de Artes Plasticas de Puerto Rico,PR,2001,1794.0,5.15
Escuela de Artes Plasticas de Puerto Rico,PR,2002,1794.0,5.15
Escuela de Artes Plasticas de Puerto Rico,PR,2003,1794.0,5.15
Escuela de Artes Plasticas de Puerto Rico,PR,2004,1996.0,5.15
Escuela de Artes Plasticas de Puerto Rico,PR,2005,2304.0,5.15
Escuela de Artes Plasticas de Puerto Rico,PR,2006,2471.0,5.15
Escuela de Artes Plasticas de Puerto Rico,PR,2007,2584.0,5.85
Escuela de Artes Plasticas de Puerto Rico,PR,2008,2252.0,6.55
Escuela de Artes Plasticas de Puerto Rico,PR,2009,2521.0,7.25
Escuela de Artes Plasticas de Puerto Rico,PR,2010,3033.0,7.25
Fairmont State University,WV,1987,896.0,3.35
Fairmont State University,WV,1988,922.0,3.35
Fairmont State University,WV,1989,970.0,3.35
Fairmont State University,WV,1990,1190.0,3.8
Fairmont State University,WV,1991,1270.67138671875,4.25
Fairmont State University,WV,1992,1424.0,4.25
Fairmont State University,WV,1993,1686.0,4.25
Fairmont State University,WV,1994,1800.0,4.25
Fairmont State University,WV,1995,1800.0,4.25
Fairmont State University,WV,1996,1858.0,4.75
Fairmont State University,WV,1997,1918.0,5.15
Fairmont State University,WV,1998,2040.0,5.15
Fairmont State University,WV,1999,2106.0,5.15
Fairmont State University,WV,2002,2408.0,5.15
Fairmont State University,WV,2003,2766.0,5.15
Fairmont State University,WV,2004,3130.0,5.15
Fairmont State University,WV,2005,3640.0,5.15
Fairmont State University,WV,2006,4218.0,5.15
Fairmont State University,WV,2007,4522.0,5.85
Fairmont State University,WV,2008,4814.0,6.55
Fairmont State University,WV,2009,5024.0,7.25
Fairmont State University,WV,2010,5172.0,7.25
Farmingdale State College,NY,2006,5267.0,5.15
Farmingdale State College,NY,2008,5340.0,6.55
Farmingdale State College,NY,2009,5375.0,7.25
Farmingdale State College,NY,2010,6030.0,7.25
Farmingdale State University of New York,NY,1987,1500.0,3.35
Farmingdale State University of New York,NY,1988,1537.0,3.35
Farmingdale State University of New York,NY,1989,1538.0,3.35
Farmingdale State University of New York,NY,1990,1578.0,3.8
Farmingdale State University of New York,NY,1991,1977.32824707031,4.25
Farmingdale State University of New York,NY,1992,2450.0,4.25
Farmingdale State University of New York,NY,1993,2925.0,4.25
Farmingdale State University of New York,NY,1994,3005.0,4.25
Farmingdale State University of New York,NY,1995,3065.0,4.25
Farmingdale State University of New York,NY,1996,3621.0,4.75
Farmingdale State University of New York,NY,1997,3665.0,5.15
Farmingdale State University of New York,NY,1998,3800.0,5.15
Farmingdale State University of New York,NY,1999,4000.0,5.15
Farmingdale State University of New York,NY,2000,4075.0,5.15
Farmingdale State University of New York,NY,2001,4085.0,5.15
Farmingdale State University of New York,NY,2002,4139.0,5.15
Farmingdale State University of New York,NY,2003,4035.0,5.15
Farmingdale State University of New York,NY,2004,5186.0,5.15
Farmingdale State University of New York,NY,2005,5231.0,5.15
Farmingdale State University of New York,NY,2007,5297.0,5.85
Fashion Institute of Technology,NY,1987,1500.0,3.35
Fashion Institute of Technology,NY,1988,1500.0,3.35
Fashion Institute of Technology,NY,1989,1500.0,3.35
Fashion Institute of Technology,NY,1990,1560.0,3.8
Fashion Institute of Technology,NY,1991,1712.701171875,4.25
Fashion Institute of Technology,NY,1992,1960.0,4.25
